CMPLID,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,AdaptiveCruiseControl1,ForwardCollisionWarning1,LaneDepartureWarning1,AutomaticEmergencyBraking1,BlindSpotMonitoring1,LaneKeepSystem1,RearVisibilityCamera1,AdaptiveHeadlights1,ParkAssist1,ADAS1
1278162,10861070,Chrysler (FCA US LLC),RAM,1500,2014,Y,20151129,N,,,unknown or other,SIDNEY,OH,1C6RR7NT3ES,20160423,20160423,17600,,"i have had 2 instances with the rotary shift on this vehicle. in both cases i had thought the the vehicle was in park when it was actually in reverse.when the first incident happened i was able to safely stop the vehicle without incident. however, when the second incident happened i had exited the vehicle with my wife as a passenger. neither of us were able to stop it and continued backwards and struck a parked vehicle that was parked. this caused  significant damage to both vehicles. thankfully, no one was injured and now i am extremely careful when putting this vehicle into the park mode. i checked the push button ignition assuming that in an emergency i could stop the engine but found this would not work. if the circumstances were a bit different the outcome could have been very  bad. the incident happened at a car dealers lot whth my vehicle backing and striking on of the cars on their lot.",IVOQ,N,,N,N,N,,,,,,3,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1320179,10908656,Ford Motor Company,FORD,EXPLORER,2016,N,20160917,N,,,unknown or other,AUGUSTA,GA,1FM5K7F80GG,20160922,20160922,25000,,"when accelerating beyond 3000 rpm, exhaust gases are allowed into vehicle cabin. no fix from ford as of yet.",IVOQ,N,,N,N,N,,,,,,30,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1314533,10903370,Chrysler (FCA US LLC),CHRYSLER,200,2015,N,20160605,N,,,electrical system,PHOENIX,AZ,1C3CCCAB4FN,20160902,20160902,47350,1,"the vehicle has had repeated electrical problems where the instrument panel will suddenly start flashing service transmission, service airbags, service brakes and during that time the electronic gear shift disengages from drive and alternates from park to low while the vehicle is moving.  the dealership finally after two years of complaining and being turned away because the car was not storing an codes found the vehicle had a faulty electronic module in the transmission.  this transmission has been service and reprogrammed 4 times since it's purchase in june of 2014 and now there is a new recall for the same issue.  i'm not safe in this death trap.    *tr",IVOQ,N,,N,N,N,4,FWD,,,,75,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1308473,10895550,Chrysler (FCA US LLC),DODGE,CHARGER,2014,N,20160811,Y,,,engine,CINCINNATI,OH,1N4AA5AP1AC,20160813,20160813,,1,"sons car was parked in garage after returning from picking up lunch in columbus oh. minutes later while in house he notice fire, explosion type sound, saw flames coming out of garage, called 911 ... burned garage- completely destroyed, car totaled, flames spread to side of house. fire officials report said cause of fire was from engine and an electrical mechanical issue in engine. he has photos and the official report. he contacted the dodge dealer that very afternoon. his address is [xxx]    information redacted pursuant to the freedom of information act (foia), 5 u.s.c. 552(b)(6).  *tr",LETR,Y,,N,N,N,6,FWD,,GS,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1391671,11005200,Toyota Motor Corporation,LEXUS,RX350,2017,N,20170616,N,,,service brakes,LACEY,WA,2T2BZMCA2HC,20170713,20170713,4300,,"when attempting to start the vehicle an error message displays that braking power is low. it states stop in a safe place. dealer has advised this condition is ""normal"" and no repairs recommended. the vehicle is stationary and can not be started.",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1444062,11066675,Hyundai Motor America,HYUNDAI,ELANTRA,2014,N,20180118,N,,,engine,INDEPENDENCE,MO,5NPDH4AE3EH,20180202,20180202,75700,,"at 75,000 miles, the engine started knocking.  i contacted a hyundai dealer and they told me that the engine is no good anymore.  they said it has ""internal engine failure"".  i changed the oil on schedule.  a well kept engine shouldn't die with that few miles on it.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1373593,10980885,Chrysler (FCA US LLC),CHRYSLER,200,2016,N,20170421,N,,,wheels,MISSOURI CITY,TX,1C3CCCAB3GN,20170426,20170426,21428,,"we purchased a 2016 chrysler 200 on march 11, 2017.  on april 21, 2017, we noticed an issue with the vehicle specifically with instability in the front driver's side tire as we were driving it.  it felt as if the tire was going to fall off.   we called a tow truck on april 22, 2017 to bring the vehicle to southfork chrysler dodge service department for repair.  it was noted that three lug nuts were missing from the tire.  the repair shop noted that wheel hub, wheels have been ob-longed do to the vehicle only having a total of two lug nuts in place that happen to be slightly loose as well, causing the vehicle to have a vibration on the driver front wheel.  we have not had any work done to the tires or car since it was purchased only six weeks prior to this incident. the car only has 21,428 miles.",IVOQ,N,,N,N,N,,,,,,40,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1413926,11033484,Ford Motor Company,FORD,EXPLORER,2015,N,20171015,N,,,steering,ELK GROVE,CA,1FM5K8D82FG,20171016,20171016,41000,,vehicle only has 41000 miles and the rack and pinion is making a cracking noise when turning to the right. vehicle has not fail as getting the steering lock but needs to be replace to prevent an accident.,IVOQ,N,,N,N,N,,,,,,5,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1399720,11014988,Ford Motor Company,FORD,F-350 SD,2016,N,20170624,N,,,tires,CHESAPEAKE,VA,,20170814,20170814,32000,,"purchased new federal 35-12.5r20 couragia mt tire,   wheels  tpms  mounted and balanced  installed on 2016 f-350 with 19340 miles  at first we had a lot of trouble with the tpms  the dealer said that they sometimes don't work and to just ignore the light.   i knew that was wrong and kept checking tire pressure  at 65 psi tires road rough and pulled to the right   i took it to my local shop and they checked alignment  and said it was perfect.  also said a tire must be out of round   causing the rough ride. dealer for tire is 1,500  miles away  continued driving vehicle and on a trip it got so bad that i removed the tire   from the truck and came home on the spare after  inspecting tire you can clearly see broken belt situation  two of the other tires are showing same signs of problem   called dealer and hot major runaround   after two weeks got a persons cell phone number  she is trying to help. it says her company won't allow   certain things so i paid 160 to ship tires to utah. 2,000 miles away to see if they will give me any credit towards new tires  calls and emails to federal tire company go unanswered  anthem tire will not give me the name of their distributor   i feel like they are going to make it so difficult  that people will just give up, they're should be warranty info   given with each new tire ",IVOQ,N,,N,N,N,,,,,,60,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1075914,10598004,Toyota Motor Corporation,TOYOTA,AVALON,2014,N,20140603,N,0,0,visibility,GLENDALE,CA,4T1BK1EB9EU,20140613,20140613,120,1,"few days after purchasing brand new 2014 toyota avalon, noticed a highly intense mirror like reflection of the sun coming off the very thick shiny polished chrome in the dashboard that surrounds the instrument cluster and the ac vents in the center. 3 spots in the dash where  i get severe glare.   it happens usually midday when it's sunny outside and sun is overhead.  the blinding light is so bad i must put my hand  in a position to obstruct the view from my eyes.  i am scared this may distract me from driving and cause an accident, or even cause injury to my vision and permanently blind me.  please help.  took vehicle to dealer complaining about it 6/10/14.  they said they will look into it.  i see complaints from 2013. why hasn't anything been done about this?  how can they build a car like this and continue selling it this way?  i am scared to drive this car with the thick polished chrome in the dash.   *js",IVOQ,N,,N,N,N,6,FWD,,,,40,,,,,,,,,,,,,,V,,N,,0,0,0,0,0,0,0,0,0,0
1359444,10957549,Chrysler (FCA US LLC),DODGE,JOURNEY,2014,Y,20161121,N,4,,electrical system,NORTH LAS VEGAS,NV,3C4PDCAB3ET,20170228,20170228,,1,"tl* the contact owned a 2014 dodge journey. the contact stated that the dealer repaired the vehicle per nhtsa campaign number: 15v675000 (electronic stability control and service brakes, hydraulic). after the repair, there was a loss of vehicle stability and no traction while driving on the highway during inclement weather. the contact felt as if the recall remedy failed to provide a solution, which resulted in a crash. while driving approximately 65 mph on the highway, there was a sudden loss of power and the steering wheel seized. the vehicle crashed into a wall and flipped upside down. the driver sustained head, neck, and lower back pains. the front passenger was suspended upside down, restrained in the seat belt, and had to be cut out of the vehicle by a responder. the rear passengers sustained bruising and whiplash from the impact. one of the two rear passengers was medevacked due to the injuries sustained. the curtain air bags deployed after the crash. the front driver and passenger side air bags later deployed with a low level of deflation and a smoke residue filled the vehicle. the vehicle was destroyed and towed. a police report was filed. the insurance company provided no inspection and diagnosis to determine what caused the crash. the manufacturer was not notified of the failures and the crash. the failure mileage was not available.     *cn",EVOQ,Y,,N,N,N,4,FWD,,GS,,65,,,,,,,,,,,,,,V,,Y,Y,0,0,0,0,0,0,0,0,0,0
1283434,10865100,Chrysler (FCA US LLC),DODGE,JOURNEY,2016,Y,20160429,N,,,suspension,WINDERMERE,FL,3C4PDCGG0GT,20160516,20160516,4000,,"while driving my 2016 dodge journey 12mph, the car jerked to the left causing me to hit a cement light pole. i was in a roundabout turning to bring my child to school when this happened. no injuries.",IVOQ,Y,,N,N,N,,,,,,12,,,,,,,,,,,,,,V,,N,Y,0,0,0,0,0,0,0,0,0,0
1463701,11091019,Chrysler (FCA US LLC),DODGE,JOURNEY,2015,N,20180416,N,,,air bags,LOUDON,TN,3C4PDCGG3FT,20180430,20180430,51300,,i have had two head rest air bags deployed for no reason and without warning. first it was the driver seat in wich dodge replaced after warranty had expired now the passenger seat head rest air bag has deployed for no reason and dodge is refusing to replace this one.  dodge was unable to tell me if these air bags were made by the takata company.  the first time it happen my wife had just pulled into the garage and was setting in the car talking on the phone when it deployed hitting her in the back of the head.  the second time the passenger side was notice deployed while getting in the car in the garage.,IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1369280,10971189,Ford Motor Company,FORD,EXPLORER,2016,N,20161101,N,,,unknown or other,ARLINGTON,TN,1FM5K7F84GG,20170407,20170407,13000,,exhaust fumes fill the cabin when accelerating and rpms are above 3000.  it is worse in the back of the vehicle.  one ford dealership has already told me they cant fix the problem after multiple attempts.  ford motor company has now told me i need to take it to another dealership and see if they can fix the issue.  the issue first appeared after the vehicle had about 13-15k miles and is still an ongoing issue at 20k miles.,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1344441,10938335,Chrysler (FCA US LLC),DODGE,JOURNEY,2014,N,20161228,N,0,0,electronic stability control,ASHEVILLE,NC,3C4PDCBB7ET,20161228,20161228,35000,,"tl* the contact owns a 2014 dodge journey. while driving 40 mph, the vehicle stalled and the engine and electronic stability control warning indicators illuminated. the vehicle was towed to the dealer, but was not diagnosed. the manufacturer was made aware of the failure. the vehicle was not repaired. the failure mileage was 35,000. ",EVOQ,N,,N,N,N,,,,,,40,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1439419,11062764,"Nissan North America, Inc.",NISSAN,ROGUE,2017,N,20171229,N,,,forward collision avoidance,LOUISVILLE,KY,5N1AT2MVOHC,20180115,20180115,8000,,"the vehicle was being driven toward a four lane intersection with traffic light control.  as the vehicle approached the intersection and the red light, the brakes were applied and failed to engage.  the brake pedal went to the floor and never slowed the vehicle.  there were open lanes to the right and the vehicle was moved over to this open lane and never slowed.  the vehicle went into and through the intersection. no cross traffic vehicles were impacted and the driver was able to move the vehicle over to the side road and slow the vehicle as it went up an incline.  the vehicle was taken to the dealer and it was reported that no mechanical failures were found.  no repairs were made.  the vehicle has approximately 8000 miles on it,",IVOQ,N,,N,N,N,,,,,,25,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
1381903,10992920,"Nissan North America, Inc.",INFINITI,Q50,2014,N,20170526,N,,,electrical system,CYPRESS,CA,JN1BV7AP4EM,20170602,20170602,38000,,"i am experiencing software related issues that have become increasingly dangerous.  in sum, the infiniti software shuts down or locks up forcing me to become an it technician while driving.  when the software shuts down, i lose the speedometer, tachometer, climate control and audio control.    here's an overview of my experiences for the past 3 years:  randomly, the software will shut down leaving me without my instrument panel (speedometer, tachometer), climate control and audio control.  randomly, the software will lock up leaving me without climate control or audio control and the only resolution is to pull over, shut down and restart the car   randomly, climate controls are set to 60 degrees w/ ac yet hot air is blowing out of the vents.  most recently, the onboard clock that displays the date and time will reset to 01-01-2012 and the clock will start at 6:00 am.  the only resolution is to reset the date and time.  this seems to occur every 3 or 4 weeks.      when i call the service department i?m asked to bring in the vehicle only to be told that all updates have been applied and the issues cannot be duplicated.    i have taken and posted several youtube videos showing the problems-which i?ll admit is very dangerous to do while driving.  in fact, i firmly believe that when these software issues occur, i am forced to play the role of an it technician and troubleshoot the issues while driving which is incredibly dangerous.     these issues occur randomly while driving.      this is a lease vehicle and i plan to return early as the continued issues put me and my family in danger.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,0,0,0,0,0,0,0,0,0,0
